Name,Address,Neighborhood,Nearest Airport,Size,Room Style,Vibe,Icon Tags,Description,Insider Tip,Virtuoso Traveler Receives,At the Hotel,Reviews
"The Ritz-Carlton, Kyoto","Kamogawa Nijo-Ohashi Hotori, Kyoto, Japan",,,,,,"City Life, Local Immersion, Wellness","Relish the prime location of The Ritz-Carlton, Kyoto, a luxurious modern retreat inspired by a traditional Japanese ryokan, offering expansive views of the Kamogawa River. Minimalist contemporary interiors with floor-to-ceiling windows define 134 accommodations; some suites offer traditional decor, including futons and tatami mats. The Ritz-Carlton Spa promises to melt your cares away with a healing atmosphere enhanced by the sounds of a waterfall. Immerse yourself in local culture with the hotel’s customized Kyoto art activities. Enjoy traditional Italian cuisine at La Locanda, sushi at Mizuki, and signature cocktails at the bar.",,,,{}
"The Ritz-Carlton, Laguna Niguel","One Ritz Carlton Drive, Dana Point, California, United States",,,,,,"Adventure, Beach, Wellness","Situated atop a seaside bluff overlooking the Pacific, The Ritz-Carlton, Laguna Niguel offers a playful approach to luxury and majestic views of the California coast. Epicureans will enjoy enoSTEAK, an intimate boutique steak house featuring the finest wines to pair with your meal, and RAYA, a concept by chef Richard Sandoval showcasing sustainable Pan-Latin coastal cuisine. Experiences for all include spa treatments, golfing, surfing, exploring miles of sandy beach, and ocean-inspired excursions offered through the Eco-Adventure Center. For the ultimate wow, enjoy the sunset from 180blu, the resort's outdoor oceanfront lounge.",,,,{}
"The Ritz-Carlton, Lake Tahoe","13031 Ritz Carlton Highlands Ct, Truckee, California, United States",,,,,,"Ski, Adventure, Beach","With adventurous hikes, scavenger hunts, and creative activities, The Ritz-Carlton, Lake Tahoe's Ritz Kids program provides Northstar California Resort’s peak family experience. The 181-room resort’s exclusive new Lake Club lets you take full advantage of North America’s largest alpine lake with a private pier and dedicated concierge team that can make any aqua dream happen. Winter enthusiasts enjoy ski-in/ski-out access, snowshoeing, and an ice-skating rink in the Village at Northstar, with après-ski cocktails and home-style dishes available at the Backyard Bar & BBQ.",,,,{}
"The Ritz-Carlton Maldives, Fari Islands","North Male Atoll, Fari Islands, Male, Maldives",,,,,,"Local Immersion, Seclusion, Beach","If butler-serviced villas, private infinity pools, and overwater hammocks sound like your kind of getaway, put The Ritz-Carlton Maldives at the top of your Wanderlist. You won’t find typical thatched-roof villas here. What you will find is 100 modern yet minimalist accommodations, plus seven restaurants and bars serving an array of global cuisines (including mimosas, bloody mary, and prosecco served with breakfast). There’s also a tennis court, dive center, kids’ club with napping pods and a children’s pool, as well as a floating spa perched right in the center of the lagoon.",,,,{}
"The Ritz-Carlton Maui, Kapalua","1 Ritz Carlton Dr, Lahaina, Maui, Hawaii, United States",,,,,,"Local Immersion, Beach, Golf","Immerse yourself in an authentic Hawaiian experience deeply rooted in local culture, environmental adventure, and a warm aloha spirit at the newly transformed Ritz-Carlton Maui, Kapalua. Breathtaking, natural oceanfront beauty inspires all senses as redesigned guest rooms and suites bring the colors and textures of Hawaii's lush tropical landscape inside to create a natural and restorative sanctuary. An enhanced lobby and pool experience and new dining venues feature a fresh design approach reflective of Kapalua’s lush surroundings, while award-winning culinary experiences and a Hawaiian-inspired spa culminate an unforgettable escape.",,,,{}
"The Ritz-Carlton, Mexico City","Paseo de la Reforma 509, Cuauhtemoc, Mexico City, Mexico",,,,,,"City Life, Local Immersion, Landmarks","Set in a 58-story skyscraper with views of Chapultepec Park and its famous castle, The Ritz-Carlton, Mexico City puts you right in the heart of this iconic capital city. Enjoy globally inspired cuisine, including Eastern Mediterranean fare and handcrafted local favorites. Unwind in the full-service spa with treatments that combine the healing and spiritual traditions of Aztec culture. Then, retreat to your spacious room or suite (there are 153 total) featuring exceptional details like marble-clad bathrooms and expansive terraces.",,,,{}
"The Ritz-Carlton, Millenia Singapore","7 Raffles Avenue, Singapore, Singapore",,,,,,"City Life, Landmarks, Local Immersion","Centrally located along Singapore’s Marina Bay, The Ritz-Carlton, Millenia Singapore is home to a 4,200-piece contemporary art collection valued at approximately SGD 5 million. The hotel is renowned for its spacious guest rooms and suites; soak in the panoramic views from the iconic octagonal windows in the bathrooms and wind down the evenings with a butler-drawn bath. While you are here, indulge in exclusive La Mer facials and signature massage treatments at The Ritz-Carlton Spa, or savor authentic Cantonese cuisine at the one-Michelin-starred Summer Pavilion.",,,,{}
"The Ritz-Carlton, Naples","280 Vanderbilt Beach Road, Naples, Florida, United States",,,,,,"Beach, Golf, Wellness","Welcome to the New Naples!
A newly transformed beachfront icon, The Ritz-Carlton, Naples welcomes you with sophisticated design and elevated guest experiences. Embrace a feeling of refined luxury throughout the property, with a stunning new lobby, expanded culinary options, and a redesigned pool experience. Signature moments await throughout the reimagined resort, as timeless as the setting sun.",,,,{}
"The Ritz-Carlton Naples, Tiburón","2600 Tiburon Dr, Naples, Florida, United States",,,,,,"Golf, Beach, Adventure","A golfer’s paradise in South Florida, The Ritz-Carlton Naples, Tiburon is everything an avid linksman could want: two 18-hole courses designed by Greg Norman, dining options serving Latin American specialties – including one venue overlooking the greens, and bespoke spa treatments designed to soothe overused muscles. There’s also a tennis center, a 14,000 square foot waterpark plus kayaks, stand-up paddle boards, body boards, and wave runners for rent for those days you want to give the clubs a rest.",,,,{}
"The Ritz-Carlton, New Orleans","921 Canal Street, New Orleans, Louisiana, United States",,,,,,"City Life, Landmarks, Local Immersion","The elegance of New Orleans, from its breathtaking architecture to its vibrant music scene, lives on at The Ritz-Carlton, New Orleans. Set on the edge of the French Quarter and within a historic beaux arts building, this four-star hotel is a retreat amid the energy of the city. While most iconic attractions are a short walk away, the hotel offers tranquility with a luxury spa and a lush courtyard reflecting the beauty of the nearby Garden District. Be sure to enjoy the chef’s culinary creations at M Bistro and take in some jazz from resident musician Jeremy Davenport in his namesake lounge.",,,,{}
"The Ritz-Carlton New York, Central Park","50 Central Park S, New York, New York, United States",,,,,,"City Life, Local Immersion, Landmarks","Boldly transformed and redesigned, The Ritz-Carlton New York, Central Park reimagines luxury in Midtown Manhattan, drawing inspiration from Central Park and the chic residential style of a city penthouse. Steps from renowned cultural attractions, the 253-room hotel is a Forbes Five Star and AAA Five Diamond Hotel, and was named World's Best Rooms by Forbes Travel Guide Verified List in 2019. At the all-day gastro lounge Contour, The Ritz-Carlton Club® Lounge, and in a collection of wellness experiences, including the first stateside La Prairie Spa, the legendary service will create unforgettable memories at the iconic Ritz-Carlton.",,,,{}
"The Ritz-Carlton New York, NoMad","25 W 28th St, New York, New York, United States",,,,,,"Local Immersion, Landmarks, City Life","Fifty stories of over-the-top luxury await at The Ritz-Carlton New York, NoMad. Experience the culinary genius of Michelin-starred chef, José Andrés as you savor creative cocktails and inventive mezze-style dining. Treat yourself to an indulgent Augustinus Bader facial or Rose Quartz Remedy in the 6,800-square-foot spa. And enjoy one of our 16 penthouse residences or 250 spacious guestrooms and suites decked out with dramatic chandeliers, black and white terrazzo tiled bathrooms, and stand-alone soaking tubs.",,,,{}
"The Ritz-Carlton Orlando, Grande Lakes","4012 Central Florida Parkway, Orlando, Florida, United States",,,,,,"Golf, Ecotourism, Wellness","The Ritz-Carlton Orlando, Grande Lakes is ideal for families, providing convenient access to nearby Walt Disney World, SeaWorld, and Universal Studios attractions; plus, the Ritz Kids program is a favorite, and special excursions like kayaking, fishing lessons, and ecotours allow for adventures while on this 500-acre resort. When you’re done exploring, enjoy the view from your guest room’s spacious balcony, choose from 13 dining options, and enjoy a round at the Greg Norman-designed Ritz-Carlton Golf Club. The Ritz-Carlton Spa is not to be missed, with its 40 treatment rooms, salon, private heated lap pool, and healthy spa café.",,,,{}
"The Ritz-Carlton, Osaka","2-5-25 Umeda Kita-ku, Osaka, Japan",,,,,,"Landmarks, City Life, Wellness","Immerse yourself in this culture-rich city at The Ritz-Carlton, Osaka. Evoking an 18th-century English manor home, the hotel features a 450-piece art and antique collection, spa, fitness center, and spacious guest rooms. The Club Lounge offers personalized services and five food presentations in a residential surrounding. Indulge in the finest Japanese at Hanagatami. The award-winning La Baie serves traditional French cuisine, while Xiang Tao features Cantonese cuisine and dim sum. Head to Splendido for Naples-style pizza and authentic Italian dishes. Relax at The Bar with a glass of Japanese whiskey while enjoying live jazz music.",,,,{}
"The Ritz-Carlton, Philadelphia","10 Avenue of the Arts, Philadelphia, Pennsylvania, United States",Center City Philadelphia,Philadelphia International (PHL) - 6 mi/10 km,301 rooms,Contemporary,Sophisticated,"City Life, Adventure, Landmarks","The Ritz-Carlton, Philadelphia is a luxurious starting point from which to experience the city’s numerous historic attractions and the best in dining, shopping, and entertainment. Choose from 301 spacious bedrooms and suites featuring spectacular skyline views of the city. Relax in the exclusive Ritz-Carlton Club® Lounge on the 30th floor, which features continuous culinary presentations throughout the day and amazing views of City Hall. Discover modern, sustainable cuisine full of Latin American flavors, as well as handcrafted cocktails, in Aqimero. Recharge with a soothing spa treatment at The Richel D’Ambra Spa & Salon.","An extensive art collection within the hotel celebrates its location on the Avenue of the Arts and the avenue’s significance as the art, music, and theater center of the city.","Virtuoso travelers receive:

- Upgrade at time of booking, subject to availability
- Daily Full Breakfast for up to two guests per bedroom (breakfast credit can be used toward in-room dining and/or our restaurant Aqimero
- $100 USD equivalent Resort or Hotel credit utilized during stay (not combinable, not valid on room rate, no cash value if not redeemed in full)
- Early Check-In / Late Check-Out, subject to availability
- Complimentary Wi-Fi

Note: Many of these perks and amenities are only available when you book your stay through a Virtuoso travel advisor.","At the Hotel

Features
- Children's Programs
- Conference Facilities
- Internet Access
- Lounge/Bar
- Pet Friendly
- Restaurant
- Wheelchair Accessible
Recreation
- Fitness Center
- Spa
Services
- Babysitting Services
- Laundry/Dry Cleaning/Pressing
- Room Service 24-hours
- Shoeshine Service
- Turndown Service
- Wedding Services
",{}
